Pasta,Arquivo,Dice_Segmentation,Dice_SegmentationInterior
Point3,CD31.tif,0.00845406448070032,0.00624393108819231
Point3,CD4.tif,0.05547780446272075,0.049573305768595394
Point3,CD45.tif,0.17567715122650882,0.37425784775646276
Point3,CD45RO.tif,0.10847631776679172,0.14749972592553753
Point3,CD56.tif,0.000553801587564551,0.0005722538937773659
Point3,CD63.tif,0.03207167702477704,0.02411101622481446
Point3,CD68.tif,0.09798002905620802,0.10560713974707382
Point3,CD8.tif,0.03384619246021786,0.030893818222143002
Point3,CSF-1R.tif,0.004080381646705396,0.002198305681307878
Point3,dsDNA.tif,0.04811856886855061,0.5729929042239591
Point3,EGFR.tif,0.004276626537421646,0.0021751132934663612
Point3,Fe.tif,0.004813271472680399,0.004164508301753047
Point3,FoxP3.tif,0.00017048562356300747,0.0008253885254274388
Point3,H3K27me3.tif,0.04908158600408032,0.4053647644132799
Point3,H3K9ac.tif,0.05096969552952199,0.40437163632005335
Point3,HLA-DR.tif,0.1633449280038455,0.28638491208323613
Point3,HLA_Class_1.tif,0.17486004725174215,0.4148926920494622
Point3,IDO.tif,0.004109816932726936,0.003174569452811664
Point3,Keratin17.tif,0.0007939245866157547,0.0006891104966268156
Point3,Keratin6.tif,0.10108638190203371,0.1476731389067444
Point3,Ki67.tif,0.0019965476363787617,0.0076013129884719855
Point3,Lag3.tif,0.0001567133878347671,0.00010797181783481528
Point3,MPO.tif,0.000758358532955418,0.0005784589049035604
Point3,Na.tif,0.08232541927615379,0.494789735122474
Point3,OX40.tif,0.0012010592018157746,0.001263617799306644
Point3,P.tif,0.06653243222443328,0.4323929616124235
Point3,p53.tif,0.00022269340566920552,0.0008338178902203119
Point3,Pan-Keratin.tif,0.1331472670405713,0.2147974935548768
Point3,PD-L1.tif,0.005781083756174563,0.003713589328372792
Point3,PD1.tif,0.0037374675257683615,0.002960172738713725
Point3,phospho-S6.tif,0.13063223328372262,0.32348050039698373
Point3,Si.tif,0.000378646245012519,0.0004248167455313496
Point3,SMA.tif,0.12257084695857685,0.17082721272272675
Point3,Ta.tif,0.022463517473628816,0.01570501317331849
Point3,Vimentin.tif,0.13900922231973611,0.24739070311931405
Point4,Au.tif,0.0032013678571753386,0.001985137088599632
Point4,B7H3.tif,0.0,0.0
Point4,Background.tif,0.05621240795218198,0.12627029605114348
Point4,Beta catenin.tif,0.10189834771751712,0.08962509250657387
Point4,C.tif,0.0,0.0
Point4,Ca.tif,0.0,0.0
Point4,CD11b.tif,0.007143791941008434,0.005681361764759232
Point4,CD11c.tif,0.056785056406139206,0.036520160493314247
Point4,CD138.tif,0.05764618655287985,0.032567934962465496
Point4,CD16.tif,0.08367538967148955,0.041373004567973916
Point4,CD163.tif,0.0,1.4960084218769768e-05
Point4,CD20.tif,0.05802503959101878,0.053847966767581135
Point4,CD209.tif,0.0034273952714809473,0.001528858337701036
Point4,CD3.tif,0.08304558913510705,0.1056618045218675
Point4,CD31.tif,0.016011371737964433,0.009185191977551039
Point4,CD4.tif,0.08328779500944263,0.0714689927770109
Point4,CD45.tif,0.1756671707746553,0.2726714366744531
Point4,CD45RO.tif,0.14093091416164852,0.20345416259621027
Point4,CD56.tif,0.0003153206416775058,0.00024191872766356909
Point4,CD63.tif,0.01663332343512592,0.011876466968435364
Point4,CD68.tif,0.10927667435491625,0.11407214377937913
Point4,CD8.tif,0.02453004622496148,0.019724969025223214
Point4,CSF-1R.tif,0.03685202950808826,0.02151820626196939
Point4,dsDNA.tif,0.04669199972506758,0.601703337775956
Point4,EGFR.tif,0.013057922353264702,0.007584442103766696
Point4,Fe.tif,0.03590315112977677,0.020675626889574875
Point4,FoxP3.tif,0.0013698691261841336,0.010866907866058019
Point4,H3K27me3.tif,0.031445758639649275,0.3590235288219736
Point4,H3K9ac.tif,0.030622683738698895,0.3559751168830622
Point4,HLA-DR.tif,0.14291489836944382,0.16940612616562875
Point4,HLA_Class_1.tif,0.1929960217729552,0.31088879151416615
Point4,IDO.tif,0.027085506268278218,0.026617930749206212
Point4,Keratin17.tif,0.08999277528383359,0.09447426839371736
Point4,Keratin6.tif,0.08106130671092474,0.08711564517025211
Point4,Ki67.tif,0.0032104750981823238,0.01792896316735138
Point4,Lag3.tif,0.002728238180686271,0.003446912676264793
Point4,MPO.tif,0.004608630708417582,0.0039950935399356916
Point4,Na.tif,0.06763580075199932,0.5916487534490927
Point4,OX40.tif,0.0013247050569577018,0.00139337949769449
Point4,P.tif,0.09151611136272118,0.6270536217073018
Point4,p53.tif,2.3214837066666048e-05,2.2114792031520083e-05
Point4,Pan-Keratin.tif,0.016995958835395987,0.011946023152911094
Point4,PD-L1.tif,0.03035835854174951,0.01657067597821686
Point4,PD1.tif,0.004654852489958557,0.0038744149776111752
Point4,phospho-S6.tif,0.09658359586648198,0.24560160970237618
Point4,Si.tif,0.0,5.788482350982351e-05
Point4,SMA.tif,0.022237379471623936,0.01511780075309817
Point4,Ta.tif,0.002365212617517213,0.0011229114172180616
Point4,Vimentin.tif,0.15423355687376206,0.25807064369177246
Point5,Au.tif,0.010946600238579749,0.005743178892807462
Point5,B7H3.tif,4.516496503478957e-05,6.852113342796127e-05
Point5,Background.tif,0.0764645548351184,0.16996310507292312
Point5,Beta catenin.tif,0.11415780794220197,0.11946435821234187
Point5,C.tif,0.0,0.0
Point5,Ca.tif,0.0002474451290426348,0.00011984932807172725
Point5,CD11b.tif,0.01917461194786053,0.012994823596487784
Point5,CD11c.tif,0.05074584172461645,0.040973348194401404
Point5,CD138.tif,0.055737973590780976,0.047256778539602834
Point5,CD16.tif,0.08222648686328,0.05696045885389393
Point5,CD163.tif,4.0149053360601234e-05,5.157550266774287e-05
Point5,CD20.tif,0.001271116738364297,0.001398511836194517
Point5,CD209.tif,0.010266589261754666,0.005657824637460936
Point5,CD3.tif,0.05463206452276367,0.0814681608555695
Point5,CD31.tif,0.035195517421304806,0.0300140865402442
Point5,CD4.tif,0.042426504125720445,0.040142343972680475
Point5,CD45.tif,0.1267997572057235,0.19937027268674523
Point5,CD45RO.tif,0.09819784415001123,0.13714555915404408
Point5,CD56.tif,0.00033592800110304716,0.00015765160983289298
Point5,CD63.tif,0.043448429888753186,0.0368779450791072
Point5,CD68.tif,0.03607334424815446,0.028848900518687423
Point5,CD8.tif,0.0719147212671165,0.09464509470620996
Point5,CSF-1R.tif,0.011734288464723915,0.008459624469672378
Point5,dsDNA.tif,0.03467593919851513,0.4770258411594456
Point5,EGFR.tif,0.08737706681048667,0.08676967613976815
Point5,Fe.tif,0.05202821869488536,0.0419533707683459
Point5,FoxP3.tif,0.00022396137910440334,0.0024004647864988207
Point5,H3K27me3.tif,0.03868906922742939,0.45847022503431695
Point5,H3K9ac.tif,0.05359644601106665,0.4922661955146435
Point5,HLA-DR.tif,0.10393992842680762,0.10816537823492575
Point5,HLA_Class_1.tif,0.14711498097417633,0.22550950650932441
Point5,IDO.tif,0.0351628899577731,0.040661110972198905
Point5,Keratin17.tif,1.0037338900710643e-05,5.083876595895175e-05
Point5,Keratin6.tif,0.11832595985248878,0.1585617052482527
Point5,Ki67.tif,0.0038447351247056154,0.01632426243250861
Point5,Lag3.tif,0.0034864562697369712,0.005774252005274953
Point5,MPO.tif,0.003954106755958243,0.004580267086732655
Point5,Na.tif,0.0014159630701523595,0.0007922336233313168
Point5,OX40.tif,5.01822871581018e-05,7.367842095355349e-05
Point5,P.tif,0.07176443838977109,0.5270126340390042
Point5,p53.tif,4.0134249063116125e-05,6.409751073264928e-05
Point5,Pan-Keratin.tif,0.11826813770263434,0.13154939748776923
Point5,PD-L1.tif,0.048894025165506616,0.03634253023354463
Point5,PD1.tif,0.011166820232382822,0.011244434023447974
Point5,phospho-S6.tif,0.10208612541082823,0.25824634035999555
Point5,Si.tif,0.00042283921784578166,0.000265909974048068
Point5,SMA.tif,0.07765206653883608,0.07274117609103184
Point5,Ta.tif,0.010311737885696108,0.005197497688395746
Point5,Vimentin.tif,0.12920364573472384,0.2294540128652744
Point6,Au.tif,0.034507948785495825,0.026128702848527426
Point6,B7H3.tif,0.0,0.0
Point6,Background.tif,0.06393159000599709,0.1293948239611705
Point6,Beta catenin.tif,0.16122798653821646,0.24398315604966586
Point6,C.tif,0.0,0.0
Point6,Ca.tif,6.697362913352868e-05,1.6348063056611565e-05
Point6,CD11b.tif,0.01856797204050542,0.009739366392289575
Point6,CD11c.tif,0.04119051510066445,0.02944351643497108
Point6,CD138.tif,0.0026937943136278483,0.0015723582960889095
Point6,CD16.tif,0.059391569209942464,0.03582488435817506
Point6,CD163.tif,0.0,1.2088463374978089e-05
Point6,CD20.tif,0.008780168785178073,0.00655909821066301
Point6,CD209.tif,0.0008420146156514251,0.00047552046923705974
Point6,CD3.tif,0.03113434077244429,0.031134001178058333
Point6,CD31.tif,0.014806239611533281,0.01058415700725002
Point6,CD4.tif,0.018135974786132374,0.012911658592478505
Point6,CD45.tif,0.09863002395763654,0.10478166231461496
Point6,CD45RO.tif,0.08000733381461492,0.08400034191638814
Point6,CD56.tif,0.0,0.0
Point6,CD63.tif,0.005081958342058146,0.003000623593679263
Point6,CD68.tif,0.059379363344121056,0.05138560457321372
Point6,CD8.tif,0.030018080893537927,0.026172119336723938
Point6,CSF-1R.tif,0.0027299404073984237,0.0014927726227489458
Point6,dsDNA.tif,0.045530135808671275,0.5615660825494193
Point6,EGFR.tif,0.011323617930522339,0.0069748183398066176
Point6,Fe.tif,0.00034463529687698196,0.00032414599791650894
Point6,FoxP3.tif,0.0,0.0001585605827634692
Point6,H3K27me3.tif,0.051275884460905745,0.49255423101502244
Point6,H3K9ac.tif,0.034700050764189846,0.2953849075375126
Point6,HLA-DR.tif,0.13215690759871465,0.17131380332017448
Point6,HLA_Class_1.tif,0.1744817734987459,0.39851083903903645
Point6,IDO.tif,0.020358796469884966,0.021149780903781074
Point6,Keratin17.tif,0.1627326637197713,0.25680844595130065
Point6,Keratin6.tif,0.11736097552317222,0.13360352748503015
Point6,Ki67.tif,0.0002909500233713953,0.0015033587563898076
Point6,Lag3.tif,0.001150003936735468,0.0010892259355139878
Point6,MPO.tif,0.000541010252862447,0.0005274660905770173
Point6,Na.tif,9.968078415550203e-05,7.454582953356674e-05
Point6,OX40.tif,0.00021089361375793247,0.00017916903958995885
Point6,P.tif,0.0765451224005771,0.500176520937415
Point6,p53.tif,0.015192333668522715,0.07129809140157596
Point6,Pan-Keratin.tif,0.09101925320510755,0.08666485870371708
Point6,PD-L1.tif,0.006556962440314078,0.0035837506877180727
Point6,PD1.tif,0.0021134604582972363,0.0014915418920848132
Point6,phospho-S6.tif,0.07169091710758377,0.24612811596063355
Point6,Si.tif,0.0002668903461949062,7.885309242648015e-05
Point6,SMA.tif,0.02952352268929752,0.019261373104482588
Point6,Ta.tif,0.028640332381764864,0.019747771967386214
Point6,Vimentin.tif,0.10978701978267127,0.14536848027750524
Point7,Au.tif,0.0567793290759119,0.06831254126711356
Point7,B7H3.tif,0.0,0.0
Point7,Background.tif,0.06378849474581941,0.15100463122994054
Point7,Beta catenin.tif,0.13673064848072145,0.17258945915099783
Point7,C.tif,0.0,0.0
Point7,Ca.tif,0.0005695774447331886,0.0002980591399887938
Point7,CD11b.tif,0.012981952729744015,0.015772821398565142
Point7,CD11c.tif,0.02480222576461153,0.015530001549690137
Point7,CD138.tif,0.06461261154192788,0.06218159842750547
Point7,CD16.tif,0.03468826726543974,0.017315560515935927
Point7,CD163.tif,3.9089093817082586e-05,9.488956436201002e-06
Point7,CD20.tif,0.0,0.0
Point7,CD209.tif,0.0,0.0
Point7,CD3.tif,0.00014972301242701004,0.00031625803493069997
Point7,CD31.tif,0.0019951831500648917,0.0011528154226700363
Point7,CD4.tif,5.209401667659709e-05,9.699075635922002e-05
Point7,CD45.tif,0.0409637649414857,0.04111537699818943
Point7,CD45RO.tif,0.011577798293703182,0.009884087461846236
Point7,CD56.tif,0.0,0.0
Point7,CD63.tif,0.06061022004499951,0.05464550686027877
Point7,CD68.tif,0.017285600487871776,0.012331165686327266
Point7,CD8.tif,0.000830176931458517,0.0007343339027845162
Point7,CSF-1R.tif,0.0001041805709746418,2.003046739514314e-05
Point7,dsDNA.tif,0.02409509336280612,0.5414532511825438
Point7,EGFR.tif,0.004409344761202849,0.001992926057508202
Point7,Fe.tif,0.034555030094582974,0.02824650494891531
Point7,FoxP3.tif,0.0,0.0
Point7,H3K27me3.tif,0.03050718546656769,0.32323707856872974
Point7,H3K9ac.tif,0.04924620187070146,0.47978657261392027
Point7,HLA-DR.tif,0.0016198407909469616,0.0008411154938948069
Point7,HLA_Class_1.tif,0.0761924200863232,0.23938819516487336
Point7,IDO.tif,0.0,0.0
Point7,Keratin17.tif,0.013752601183445965,0.007422016435502428
Point7,Keratin6.tif,0.01672106672911696,0.008354922145669087
Point7,Ki67.tif,0.0003169059630060794,0.0023567929713230527
Point7,Lag3.tif,0.0,0.0
Point7,MPO.tif,0.013606176448542088,0.0172157073964011
Point7,Na.tif,0.04218249911095306,0.051568453513537615
Point7,OX40.tif,0.0,0.0
Point7,P.tif,0.050267210286216175,0.3774394161535741
Point7,p53.tif,9.098796684138522e-05,0.0008831818153075011
Point7,Pan-Keratin.tif,0.11993984826767803,0.1471004440114982
Point7,PD-L1.tif,0.0006433563706902434,0.0004742553137673156
Point7,PD1.tif,0.0,4.5337726523887976e-05
Point7,phospho-S6.tif,0.09475560972446057,0.2649882765829106
Point7,Si.tif,0.0005692660995568781,0.00032962617969049894
Point7,SMA.tif,0.011224191149182173,0.008876962263542103
Point7,Ta.tif,0.04847816739245567,0.04872178969513074
Point7,Vimentin.tif,0.04878664926396777,0.0542145832251465
Point8,Au.tif,0.012000365030114984,0.007446807634295844
Point8,B7H3.tif,0.0,0.0
Point8,Background.tif,0.045138187017485946,0.10238156968488679
Point8,Beta catenin.tif,0.1268231789271341,0.13657662403868717
Point8,C.tif,0.0,0.0
Point8,Ca.tif,0.0,1.682511720797275e-06
Point8,CD11b.tif,0.00017432181550360119,0.00019683805737661134
Point8,CD11c.tif,0.005538578526091188,0.0025391529590269237
Point8,CD138.tif,0.04488752093423256,0.029195340445319237
Point8,CD16.tif,0.045959361908648445,0.023613682138226254
Point8,CD163.tif,0.0,0.0
Point8,CD20.tif,0.0011585404707149932,0.0007617734354636645
Point8,CD209.tif,0.0,0.0
Point8,CD3.tif,0.003815202554129614,0.004051895135712056
Point8,CD31.tif,5.23404923495647e-05,3.6175493206578895e-05
Point8,CD4.tif,0.0004702904188487755,0.0004289560471447929
Point8,CD45.tif,0.057936812911417786,0.05748120196001162
Point8,CD45RO.tif,0.009235996991894828,0.008396490928880618
Point8,CD56.tif,0.0,0.0
Point8,CD63.tif,0.003300160146419584,0.0026738528910929477
Point8,CD68.tif,0.0378993388732767,0.03535729198495818
Point8,CD8.tif,0.0070559131925898855,0.006685284338051373
Point8,CSF-1R.tif,0.00012213314257299637,5.552552596764797e-05
Point8,dsDNA.tif,0.03307907051590591,0.5662889779751012
Point8,EGFR.tif,0.01630849568186383,0.007835225107953514
Point8,Fe.tif,0.0005381056943733238,0.0010306613340170783
Point8,FoxP3.tif,0.0,0.0
Point8,H3K27me3.tif,0.03197575104806687,0.37138633393710363
Point8,H3K9ac.tif,0.024994305754892247,0.26035079233829217
Point8,HLA-DR.tif,0.02062592831136056,0.014535629194384109
Point8,HLA_Class_1.tif,0.11299951478589106,0.2517971659039784
Point8,IDO.tif,0.00019757677891739546,0.000251517517059449
Point8,Keratin17.tif,0.00015641655466468925,4.035936652610957e-05
Point8,Keratin6.tif,0.0570445407820873,0.04998250884318971
Point8,Ki67.tif,0.0016410583686854155,0.004870845427616528
Point8,Lag3.tif,0.0,0.0
Point8,MPO.tif,0.0007652484448644293,0.0006601120760987292
Point8,Na.tif,0.050252178763323815,0.4835740513631888
Point8,OX40.tif,0.0,0.0
Point8,P.tif,0.052583468613477874,0.3647460190831908
Point8,p53.tif,0.0,0.0
Point8,Pan-Keratin.tif,0.05061966187781786,0.03522935486193902
Point8,PD-L1.tif,0.01919985545638848,0.01261705028104517
Point8,PD1.tif,0.00011628414029681526,0.00012703043640843734
Point8,phospho-S6.tif,0.051747220021310894,0.11000641647947094
Point8,Si.tif,0.0,4.794956715000391e-05
Point8,SMA.tif,0.008721478931882529,0.006660934853684194
Point8,Ta.tif,0.010960280517563106,0.006275133750960374
Point8,Vimentin.tif,0.0667674696895205,0.06930640339013755
Point9,Au.tif,0.010312476052503858,0.006000864330871018
Point9,B7H3.tif,0.0,0.0
Point9,Background.tif,0.06833512771260723,0.15398985944573976
Point9,Beta catenin.tif,0.1666890260262946,0.30034004381398144
Point9,C.tif,0.0,0.0
Point9,Ca.tif,0.0062711269912851765,0.004041413625647767
Point9,CD11b.tif,0.08285486364845035,0.07165404638121467
Point9,CD11c.tif,0.05199044803097767,0.03796763773773316
Point9,CD138.tif,0.03536359997615458,0.020791854336085328
Point9,CD16.tif,0.11132035236627832,0.07752107500218332
Point9,CD163.tif,3.904105410846093e-05,4.9013157770715695e-05
Point9,CD20.tif,0.012359839883892413,0.009714149156051921
Point9,CD209.tif,0.05923836930455636,0.04284286631251325
Point9,CD3.tif,0.06618200050137879,0.09161979714541775
Point9,CD31.tif,0.018054310087144466,0.012216921126720584
Point9,CD4.tif,0.05457474554334268,0.05018144477535633
Point9,CD45.tif,0.12663615857922148,0.16518703650429653
Point9,CD45RO.tif,0.1398271077482082,0.2497386188224038
Point9,CD56.tif,0.0005840268652358008,0.0006640376504071659
Point9,CD63.tif,0.06671639974816014,0.05374666628226361
Point9,CD68.tif,0.07132230907480501,0.06179812880382186
Point9,CD8.tif,0.0363231586965579,0.03579494568684923
Point9,CSF-1R.tif,0.06287377153989632,0.05384452536659308
Point9,dsDNA.tif,0.04930600025159348,0.5651168366827989
Point9,EGFR.tif,0.010350368901974124,0.005327509968004214
Point9,Fe.tif,0.006276331905545889,0.0034957529897640966
Point9,FoxP3.tif,0.0003675314940638828,0.0027920698589733645
Point9,H3K27me3.tif,0.04055697735215608,0.38209448572236154
Point9,H3K9ac.tif,0.037607109696246185,0.31406082265089097
Point9,HLA-DR.tif,0.17569379585919628,0.30565188936680665
Point9,HLA_Class_1.tif,0.1836717817728259,0.3985579966575483
Point9,IDO.tif,0.03910195429323047,0.0390117737578461
Point9,Keratin17.tif,0.0018157520118532292,0.0013225002786589426
Point9,Keratin6.tif,0.011346596935230224,0.006756686164091802
Point9,Ki67.tif,0.007332730479626828,0.02580311219921407
Point9,Lag3.tif,0.00384760251929761,0.0065116307025604
Point9,MPO.tif,0.008086759104640037,0.008325527370826933
Point9,Na.tif,0.008136915369355435,0.005581990754040337
Point9,OX40.tif,0.000603804455005612,0.0006339387913629044
Point9,P.tif,0.061482569411742134,0.4376825824403105
Point9,p53.tif,0.00024334215854228313,0.0008456857214784576
Point9,Pan-Keratin.tif,0.1142137194088075,0.11462643393679368
Point9,PD-L1.tif,0.05574439420969567,0.04042846455746373
Point9,PD1.tif,0.012358259234960473,0.0116608628035615
Point9,phospho-S6.tif,0.149249098613486,0.5732000883943404
Point9,Si.tif,0.006461967872938748,0.0042149745407010965
Point9,SMA.tif,0.018468002453948845,0.013984482134933973
Point9,Ta.tif,0.00949612865675314,0.0049821198370962345
Point9,Vimentin.tif,0.11025529297175372,0.1471845346241437
Point10,Au.tif,0.04076339385302804,0.03588207036370594
Point10,B7H3.tif,5.644662830177496e-06,9.411717860227845e-05
Point10,Background.tif,0.0714453918511522,0.18340432266439013
Point10,Beta catenin.tif,0.10706379233092156,0.12344600559070178
Point10,C.tif,0.0,0.0
Point10,Ca.tif,0.02066223226918636,0.019982910249846015
Point10,CD11b.tif,0.06252004930017391,0.04769468123558183
Point10,CD11c.tif,0.08376090492385037,0.07399235793375485
Point10,CD138.tif,0.08833647145298133,0.0717263892712908
Point10,CD16.tif,0.13697304899579021,0.11492761216730918
Point10,CD163.tif,8.462050524082995e-05,0.00022079270008659778
Point10,CD20.tif,0.007106776584811178,0.006739462949608875
Point10,CD209.tif,0.0023924381068436027,0.0016074177949010793
Point10,CD3.tif,0.04534921408365616,0.06553928325367513
Point10,CD31.tif,0.013766246253946377,0.010774462711785365
Point10,CD4.tif,0.04814996352624155,0.03993969225234068
Point10,CD45.tif,0.1392832248669763,0.222979955142733
Point10,CD45RO.tif,0.12452165822109311,0.2472486736473545
Point10,CD56.tif,0.0027594296806267367,0.0023661325928666386
Point10,CD63.tif,0.10149267809559742,0.13258723758670782
Point10,CD68.tif,0.061254597211544456,0.05897737406310067
Point10,CD8.tif,0.06893515065928311,0.08749604852454237
Point10,CSF-1R.tif,0.06876969613929321,0.053164492858427295
Point10,dsDNA.tif,0.03273508820993083,0.5508345084543413
Point10,EGFR.tif,0.06776480210012469,0.05918856520424003
Point10,Fe.tif,0.0011983693217453633,0.001778704889540438
Point10,FoxP3.tif,0.0003982689324990254,0.001917516070836895
Point10,H3K27me3.tif,0.02882942613558565,0.24869592025727408
Point10,H3K9ac.tif,0.03890564880279858,0.4363667864431916
Point10,HLA-DR.tif,0.13558390971060452,0.20392037716155062
Point10,HLA_Class_1.tif,0.16906392297264417,0.42881243274366565
Point10,IDO.tif,0.034189318302929005,0.03822630304491218
