Pasta,Canais_Combinados,Dice_Segmentation,Dice_SegmentationInterior
Point15,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.09838394721273253,0.6333791266737978
Point16,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.15173749483112117,0.7377638609619377
Point17,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.1691432068447746,0.7935955169806768
Point18,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.13826280838762953,0.7527273587643257
Point19,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.1089993066629287,0.6451250396429428
Point20,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.12549771811307428,0.6888770676836833
Point21,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.1272641041942897,0.7146567481138706
Point22,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.07505474618303276,0.5730596410637917
Point23,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.12885620127698547,0.6761360548808978
Point24,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.153892319218228,0.7267312930053328
Point25,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.10917561991929813,0.593421268809133
Point26,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.13172682548301973,0.7312461977432478
Point27,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.13432230158604463,0.697186852796543
Point28,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.16777154945071238,0.7581044444601474
Point29,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.1510000400608228,0.711094102301334
Point30,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.18736498289892123,0.8221948643137454
Point31,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.13013501654352905,0.6832689603367594
Point32,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.1608324409601751,0.7230928205738735
Point33,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.11111257195984335,0.5375988627638995
Point34,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.12341929509017943,0.6296464236000163
Point35,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.16763558724301958,0.7609712083183137
Point36,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.11673095041808974,0.5432042245741179
Point37,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.13696024288378997,0.719937725930748
Point38,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.13785132364970284,0.7358354908615365
Point39,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.14656487281355887,0.6359077683536707
Point40,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.1376834831256484,0.7094084466517008
Point41,"dsDNA.tif, H3K27me3.tif, H3K9ac.tif, CD45.tif, HLA-DR.tif, Pan-Keratin.tif, Beta catenin.tif",0.14119353271632348,0.667331074448081
